CustomerID,Age,Marital_Status,Education,Employment_Type,Suburb,City,Province,Location_Type,Customer_Tenure,Annual_Income,Current_Account,Savings_Account,Credit_Card,Personal_Loan,Home_Loan,Vehicle_Loan,Current_Account_Balance,Savings_Account_Balance,Credit_Card_Balance,Personal_Loan_Balance,Home_Loan_Balance,Vehicle_Loan_Balance,Current_Account_Closed_Date,Savings_Account_Closed_Date,Credit_Card_Closed_Date,Personal_Loan_Closed_Date,Home_Loan_Closed_Date,Vehicle_Loan_Closed_Date,Online_Banking_Registered,Mobile_App_Registered,USSD_Registered,Online_Banking_Txns,Mobile_App_Txns,USSD_Txns,Credit_Score
1654,36,Single,Matric,Full-time employed,Umlazi,Durban,KwaZulu-Natal,Township,1.4,481710.09,True,False,False,False,False,True,6261.73,,,,,225102.23,,,,,,,True,True,True,7.0,8.0,7.0,839.0
1655,23,Single,Diploma/Certificate,Full-time employed,Khayelitsha,Cape Town,Western Cape,Township,4.1,108050.25,False,False,True,False,False,False,,,14898.74,,,,,,,,,,False,False,False,,,,590.0
1656,38,Single,Matric,Unemployed,Umhlanga,Durban,KwaZulu-Natal,Urban,5.2,34981.2,False,True,True,False,False,False,,4851.78,,,,,,,,,,,True,True,True,7.0,7.0,5.0,854.0
1657,25,Married,Less than matric,Full-time employed,Umlazi,Durban,,Township,3.5,121753.01,True,False,True,True,False,False,1740.77,,9905.88,132373.82,,,,,,,,,True,True,False,3.0,11.0,,759.0
1658,55,Married,Matric,Full-time employed,Soweto,Johannesburg,Gauteng,Township,5.2,137220.12,False,True,True,True,False,False,,7465.52,32059.35,39036.51,,,2024-04-22,,,,,,False,True,False,,3.0,,424.0
1659,49,Single,Less than matric,Full-time employed,Umlazi,Durban,KwaZulu-Natal,Township,7.1,238710.38,True,True,True,False,False,True,3023.11,15764.28,34071.26,,,447596.17,,,,,,,False,True,True,,8.0,9.0,501.0
1660,36,Single,Less than matric,Full-time employed,Umhlanga,Durban,KwaZulu-Natal,Urban,4.1,453376.87,True,False,False,False,False,False,8516.54,,,,,,,,,,,,True,True,False,13.0,17.0,,779.0
1661,40,Single,Bachelor's,Full-time employed,Mitchells Plain,Cape Town,Western Cape,Township,4.7,542962.14,True,True,False,False,False,True,9756.78,44253.34,,,,850000.0,,,,,,,False,True,False,,6.0,,498.0
1662,27,Single,Matric,Retired,Mamelodi,Tshwane,Gauteng,Township,0.2,98849.58,True,False,True,False,True,True,1543.98,,13990.16,,718928.14,246169.17,,,,,,,True,True,True,2.0,4.0,5.0,736.0
1663,21,Single,Bachelor's,Full-time employed,Khayelitsha,Cape Town,Western Cape,Township,2.1,298421.98,True,False,True,False,False,False,4758.74,,22612.68,,,,,,,,,,True,True,True,0.0,4.0,6.0,894.0
1664,44,Single,Matric,Unemployed,Soweto,Johannesburg,Gauteng,Township,5.6,46364.8,False,False,True,False,False,False,,,4675.52,,,,,2024-02-28,,,,,True,True,True,9.0,6.0,7.0,723.0
1665,41,Married,Bachelor's,Self-employed,Glenwood,Durban,KwaZulu-Natal,Urban,2.1,175574.73,True,True,True,False,False,True,2488.04,10292.47,18451.63,,,409199.11,,,,,,,True,True,True,13.0,17.0,1.0,612.0
1666,41,Single,Matric,Unemployed,Soweto,Johannesburg,Gauteng,Township,6.2,10554.2,False,True,False,False,False,True,,957.59,,,,205634.13,,,,,,,False,True,False,,3.0,,346.0
1667,18,Single,Matric,Student,Alexandra,Johannesburg,Gauteng,Township,2.7,,False,False,True,True,False,False,,,288.19,107864.24,,,,,,,,,True,True,True,0.0,3.0,3.0,442.0
1668,47,Single,Less than matric,Informal trader,Sandton,Johannesburg,Gauteng,Urban,8.5,27858.47,True,True,False,False,False,False,618.83,1838.78,,,,,,,,,,,True,True,False,9.0,9.0,,598.0
1669,67,Married,Matric,Unemployed,Khayelitsha,Cape Town,Western Cape,Township,7.8,48771.7,True,False,False,True,False,False,787.67,,,92472.44,,,,,2021-05-29,,,,False,False,False,,0.0,,477.0
1670,30,Single,Less than matric,Full-time employed,Walmer,Gqeberha,Eastern Cape,Suburban,4.6,193659.98,True,False,False,True,False,False,3065.69,,,33045.21,,,,,,,,,False,False,True,,,1.0,333.0
1671,40,Single,Postgraduate,Full-time employed,Umhlanga,Durban,KwaZulu-Natal,Urban,3.7,167073.23,True,False,True,True,True,False,2734.38,,15639.34,33260.42,1616824.32,,,,,,,,False,True,True,,6.0,2.0,716.0
1672,41,Single,Diploma/Certificate,Full-time employed,Fourways,Johannesburg,Gauteng,Suburban,4.8,1053427.62,True,True,True,False,True,False,20936.12,55898.72,220000.0,,2800000.0,,,,,,,,True,True,True,10.0,12.0,5.0,689.0
1673,22,Single,Bachelor's,Student,Tlhabane,Rustenburg,North West,Township,4.3,14483.52,True,False,False,True,False,False,205.4,,,79060.77,,,,,,,,,False,True,True,,3.0,3.0,511.0
1674,28,Single,Less than matric,Self-employed,Centurion,Tshwane,Gauteng,Suburban,3.1,31332.47,True,False,False,True,False,False,531.96,,,80544.95,,,,,,,,,False,False,False,,,,406.0
1675,54,Married,Diploma/Certificate,Full-time employed,Newlands,Cape Town,Western Cape,Suburban,8.8,245698.44,True,True,True,False,True,False,3993.48,32621.54,37885.1,,1491503.95,,,,,,,,True,True,False,12.0,7.0,,558.0
1676,60,Married,Matric,Part-time employed,Fourways,Johannesburg,Gauteng,Suburban,4.8,102134.03,True,False,False,True,False,True,1975.28,,,76856.32,,441975.19,,,,,,,True,True,False,5.0,3.0,,436.0
1677,28,Single,Matric,Full-time employed,Glenwood,Durban,KwaZulu-Natal,Urban,3.7,237665.01,True,True,True,False,True,False,5293.78,22748.12,7074.03,,1293741.41,,,,,,,,True,True,False,0.0,10.0,,325.0
1678,42,Single,Matric,Informal trader,Mamelodi,Tshwane,Gauteng,Township,6.8,30966.61,True,True,False,True,True,False,561.82,2315.77,848.34,166105.59,1833596.7,,,,,,,,False,False,False,1.0,,,268.0
1679,34,Single,Less than matric,Informal trader,Mamelodi,Tshwane,Gauteng,Township,1.9,19850.26,False,False,False,False,False,True,,,,,,556664.44,,,,,,,False,True,True,,5.0,2.0,776.0
1680,21,Single,Diploma/Certificate,Full-time employed,Umlazi,Durban,KwaZulu-Natal,Township,2.7,303116.91,True,True,True,False,False,True,5335.88,19767.6,38161.36,,,741649.21,,,,,,,False,True,False,,6.0,,550.0
1681,18,Single,Less than matric,Self-employed,Rosebank,Johannesburg,Gauteng,Urban,1.7,205674.06,True,False,False,True,False,False,3581.76,,,67404.09,,,,,,,,,False,True,False,,18.0,,729.0
1682,27,Single,Matric,Informal trader,Fourways,Johannesburg,Gauteng,Suburban,2.6,73399.26,False,False,True,False,False,True,,,6553.52,,,212885.85,,,,,,,True,True,False,3.0,6.0,,803.0
1683,28,Single,Less than matric,Self-employed,Mdantsane,East London,Eastern Cape,Township,1.6,192229.29,False,False,False,False,True,True,,,,,501905.27,473210.54,,,,,,,False,False,True,,,3.0,387.0
1685,31,Married,Bachelor's,Self-employed,Glenwood,Durban,KwaZulu-Natal,Urban,4.6,11904.67,True,True,True,False,True,False,219.25,1192.86,2902.1,,373560.25,,,,,,,,True,True,False,6.0,3.0,,714.0
1686,48,Married,Diploma/Certificate,Unemployed,Umhlanga,Durban,KwaZulu-Natal,Urban,1.7,10571.69,True,False,True,True,False,False,227.38,,1228.98,88906.86,,,,,,,,,False,True,True,,1.0,1.0,426.0
1687,54,Single,Bachelor's,Unemployed,Fourways,Johannesburg,Gauteng,Suburban,10.3,41728.66,False,True,False,True,True,True,,5929.14,,33892.72,802550.69,535536.11,2023-11-17,,,,,,False,False,False,,,,117.0
1688,18,Divorced,Less than matric,Full-time employed,Soweto,Johannesburg,Gauteng,Township,3.5,139277.18,True,True,False,False,False,False,2406.59,16482.5,,,,,,,,,,,True,True,False,0.0,0.0,,335.0
1689,49,Married,Matric,Full-time employed,Mitchells Plain,Cape Town,Western Cape,Township,6.9,127353.82,True,False,False,True,False,True,2207.66,,,134621.0,,486561.18,,,,,,,False,True,False,,2.0,,452.0
1690,28,Single,Less than matric,Unemployed,Soweto,Johannesburg,Gauteng,Township,4.0,42010.0,False,False,False,True,False,False,,,,51559.84,,,,,2024-06-26,,,,False,True,False,,2.0,,779.0
1691,46,Single,Matric,Informal trader,Glenwood,,KwaZulu-Natal,Urban,3.3,67495.22,True,True,False,False,False,False,1120.88,8786.62,,,,,,,,,,,False,True,False,,7.0,,404.0
1692,7,Single,Diploma/Certificate,Informal trader,Umhlanga,Durban,KwaZulu-Natal,Urban,2.6,95849.51,False,False,False,False,False,False,,,,,,,,,,,,,False,False,True,,,4.0,305.0
1693,51,Single,,Self-employed,Fourways,Johannesburg,Gauteng,Suburban,6.4,214194.61,True,True,True,False,True,True,4238.52,27660.84,18704.73,,458116.06,114863.36,,,,,,,True,False,False,8.0,,,626.0
1694,40,Single,Less than matric,Informal trader,Alexandra,Johannesburg,Gauteng,Township,4.1,113765.73,True,False,True,True,False,False,2024.9,,8133.22,193069.45,,,,,,,,,False,False,True,,,1.0,536.0
1695,19,Divorced,Diploma/Certificate,Student,Soweto,Johannesburg,Gauteng,Township,4.2,16065.83,True,True,False,True,False,True,201.81,1581.42,,47436.23,,345851.92,,,2022-02-04,,,,True,False,False,2.0,,,575.0
1696,48,Single,Matric,Self-employed,Fourways,Johannesburg,Gauteng,Suburban,0.8,320384.95,True,False,False,False,False,False,5341.07,,,,,,,,2023-12-05,,,,True,False,False,1.0,,,377.0
1697,21,Single,Diploma/Certificate,Full-time employed,Hillcrest,Durban,KwaZulu-Natal,Suburban,2.5,119602.8,True,True,False,False,False,True,1501.74,12522.96,,,,310074.22,,,,,,,True,True,False,2.0,6.0,,573.0
1698,41,Married,Matric,Unemployed,Langenhoven Park,Bloemfontein,Free State,Suburban,4.9,8459.14,False,True,False,False,True,True,,950.55,,,1414698.54,194163.32,,,,,,,False,True,False,,1.0,,721.0
1699,40,Single,Matric,Full-time employed,Alexandra,Johannesburg,Gauteng,Township,3.7,225477.69,False,False,False,False,False,False,,,,,,,,,,,,,False,False,True,,,2.0,831.0
1700,56,Married,Less than matric,Full-time employed,Soweto,Johannesburg,Gauteng,Township,3.0,172869.55,True,False,False,False,False,True,2246.12,,,,,744563.77,,,,,,,False,False,True,,,2.0,286.0
1701,32,Single,Matric,Full-time employed,Mamelodi,Tshwane,Gauteng,Township,1.0,215352.42,True,False,False,False,False,False,2613.42,,,,,,,,,,,,True,True,False,6.0,5.0,,633.0
1702,18,Single,Diploma/Certificate,Full-time employed,Alexandra,Johannesburg,Gauteng,Township,3.2,150901.87,True,False,True,False,False,True,1922.28,,21602.21,,,114428.02,,,,,,,True,True,True,4.0,6.0,5.0,561.0
1703,51,Single,Matric,Part-time employed,Waterfront,Cape Town,Western Cape,Urban,2.1,57603.0,True,False,False,False,False,False,1235.61,,,,,,,,,,,,False,True,False,,9.0,,612.0
1704,53,Single,Less than matric,Informal trader,Botshabelo,Bloemfontein,Free State,Township,3.2,49820.2,False,False,False,True,False,False,,,,159013.22,,,,,,,,,False,False,True,,,1.0,528.0
1705,53,Single,Postgraduate,Unemployed,Umhlanga,Durban,KwaZulu-Natal,Urban,7.2,16530.7,True,True,True,False,False,False,291.32,1480.75,778.53,,,,,,,,,,True,False,False,1.0,,,604.0
1706,59,Married,Matric,Full-time employed,Fourways,Johannesburg,Gauteng,Suburban,2.7,244176.97,True,True,False,False,True,True,3644.2,24899.12,,,2166471.15,476122.24,,,,,,,False,True,True,,7.0,2.0,799.0
1707,18,Single,Bachelor's,Unemployed,Alexandra,Johannesburg,Gauteng,Township,1.7,66954.37,False,False,False,True,False,False,,,,,,,,,,,,,True,False,True,3.0,,1.0,403.0
1708,20,Single,Matric,Student,,,,,1.8,6421.61,False,False,False,True,False,False,,,,180366.68,,,,,,,,,False,False,True,,,6.0,577.0
1709,51,Single,Bachelor's,Informal trader,Soweto,Johannesburg,Gauteng,Township,1.9,112426.89,False,True,False,False,True,False,,9378.45,,,630462.1,,,,,,,,True,True,False,2.0,3.0,,548.0
1710,22,Single,Diploma/Certificate,Full-time employed,Fourways,Johannesburg,Gauteng,Suburban,1.9,244147.97,True,True,True,False,True,True,4071.42,25294.83,21952.9,,1770904.6,295694.37,,,,,,,True,True,False,2.0,3.0,,653.0
1711,26,Single,Matric,Full-time employed,Umlazi,Durban,KwaZulu-Natal,Township,3.7,1145917.09,True,True,False,False,False,True,19091.39,108422.11,,,,300301.99,,,,,,,True,True,False,6.0,11.0,,396.0
1712,10,Single,Less than matric,Unemployed,Tembisa,Ekurhuleni,Gauteng,Township,0.6,70352.06,False,False,False,True,False,False,,,,56272.77,,,,,,,,,False,True,False,,4.0,,380.0
1713,39,Single,Bachelor's,Full-time employed,Mamelodi,Tshwane,Gauteng,Township,5.1,277348.13,True,True,False,False,False,False,3947.25,18822.04,,,,,,,,,,,True,True,False,3.0,10.0,,
1714,27,Single,Matric,Unemployed,Botshabelo,Bloemfontein,Free State,Township,3.1,12287.48,False,False,False,True,False,False,,,,202710.58,,,,2021-12-02,,,,,False,True,True,,2.0,0.0,332.0
1715,47,Married,Matric,Unemployed,Soweto,Johannesburg,Gauteng,Township,2.6,9213.79,False,False,False,True,False,False,,,,175732.56,,,,,,,,,False,True,True,,0.0,5.0,567.0
1716,45,Single,Bachelor's,Full-time employed,Tembisa,Ekurhuleni,Gauteng,Township,2.8,535150.14,False,False,True,False,False,False,,,28729.13,,,,,,,,,,True,True,True,0.0,4.0,5.0,448.0
1717,50,Single,Less than matric,Unemployed,Green Point,Cape Town,Western Cape,Urban,1.1,,False,True,True,False,True,False,,3340.22,853.27,,224844.7,,,,,,,,True,True,False,7.0,15.0,,416.0
1718,45,Single,Bachelor's,Informal trader,Nelspruit,Mbombela,Mpumalanga,Urban,5.1,71079.97,True,False,False,False,False,True,1225.43,,,,,484742.97,,2022-01-13,,,,,False,True,False,,5.0,,319.0
1719,35,Single,Matric,Unemployed,Newlands,Cape Town,Western Cape,Suburban,3.5,12327.65,False,True,False,True,False,False,,1368.27,,60050.16,,,,,,,,,True,True,False,2.0,1.0,,382.0
1720,18,Single,Matric,Self-employed,Fourways,Johannesburg,Gauteng,Suburban,2.1,45030.38,False,False,True,False,False,False,,,11249.2,,,,,,,,,,True,True,False,1.0,2.0,,709.0
1721,20,Single,Matric,Student,Nelspruit,Mbombela,Mpumalanga,Urban,3.5,15447.05,True,True,False,True,False,False,268.29,1911.78,,30914.63,,,,,2024-11-14,,,,True,True,True,7.0,7.0,1.0,804.0
1722,51,Married,Matric,Full-time employed,Sandton,Johannesburg,Gauteng,Urban,7.6,289310.75,True,True,False,False,False,True,5947.88,25500.48,,,,404892.65,,,,2023-02-21,,,True,True,False,7.0,11.0,,525.0
1723,53,Married,Matric,Self-employed,Mdantsane,East London,Eastern Cape,Township,4.7,44249.14,True,True,False,True,False,False,865.33,2800.1,,36059.36,,,,,,,,,True,True,True,2.0,0.0,4.0,545.0
1724,53,Married,Less than matric,Full-time employed,Tembisa,Ekurhuleni,Gauteng,Township,13.4,69274.54,True,True,True,False,False,False,1471.98,4129.69,4437.66,,,,,,,,,,True,True,True,0.0,3.0,4.0,850.0
1725,36,Single,Less than matric,Full-time employed,Langenhoven Park,Bloemfontein,Free State,Suburban,2.2,194214.14,True,False,True,False,True,False,3409.36,,6131.12,,548032.98,,,,,,,,False,False,False,,,,646.0
1726,44,Single,Matric,Self-employed,Green Point,Cape Town,Western Cape,Urban,5.3,171604.32,True,False,True,False,False,False,3854.22,,20477.2,,,,,,,,,,False,True,False,,7.0,,682.0
1727,41,Single,Matric,Self-employed,Umlazi,Durban,KwaZulu-Natal,Township,1.9,136583.79,False,False,False,False,False,False,,,,,,,,2024-11-01,,,,,False,True,True,,5.0,7.0,
1728,37,Married,Bachelor's,Retired,Green Point,Cape Town,Western Cape,Urban,2.8,464123.86,True,True,True,False,True,False,8820.64,58656.52,48995.27,,2120329.86,,,,,,,,True,True,False,8.0,3.0,,689.0
1729,46,Married,Diploma/Certificate,Full-time employed,Waterfront,Cape Town,Western Cape,Urban,4.6,769821.98,True,True,True,False,True,True,12165.52,51335.2,54441.66,,2800000.0,538984.96,,,,,,,True,True,False,13.0,16.0,1.0,984.0
1730,54,Single,Matric,Unemployed,Khayelitsha,,Western Cape,Township,1.5,64185.84,False,False,False,True,False,False,,,,101901.0,,,,,,,,,False,True,True,,0.0,6.0,562.0
1731,51,Married,Bachelor's,Full-time employed,Newlands,Cape Town,Western Cape,Suburban,11.4,879253.01,True,True,True,False,True,False,12152.41,96148.17,182880.77,,1661034.13,,,,,,,,True,False,False,7.0,,,842.0
1732,28,Single,Matric,Full-time employed,Glenwood,Durban,KwaZulu-Natal,Urban,0.6,264708.16,True,True,True,False,True,False,3860.9,29014.44,29037.75,,1262909.35,,,,,,,,True,True,False,9.0,12.0,,511.0
1733,36,Single,Bachelor's,Unemployed,Hillcrest,Durban,KwaZulu-Natal,Suburban,5.6,31655.59,True,True,True,False,False,False,611.24,3675.62,1912.08,,,,,,,,,,True,True,True,1.0,2.0,1.0,799.0
1734,44,Single,Less than matric,Full-time employed,Sandton,Johannesburg,Gauteng,Urban,4.2,45661.84,True,False,True,False,False,False,801.11,,9113.55,,,,,,,,,,True,True,False,14.0,19.0,,456.0
1735,29,Single,Matric,Unemployed,Mamelodi,,Gauteng,Township,0.1,45867.34,False,False,True,False,False,True,,,6828.68,,,507575.86,,,,,,,False,False,True,,,0.0,683.0
1736,33,Married,Matric,Full-time employed,Green Point,Cape Town,Western Cape,Urban,0.8,250674.25,True,True,False,False,False,False,4465.09,22316.82,,,,,,,,,,,True,True,True,12.0,12.0,0.0,423.0
1737,32,Single,Matric,Self-employed,Mitchells Plain,Cape Town,Western Cape,Township,1.8,116822.67,False,False,False,True,False,False,,,,36290.17,,,,,,,,,False,False,False,,,,569.0
1738,42,Married,Diploma/Certificate,Full-time employed,Botshabelo,Bloemfontein,Free State,Township,6.9,326769.62,False,True,False,False,False,True,,40759.52,,,,689542.62,,,,,,,True,True,False,0.0,9.0,,453.0
1739,47,Single,Diploma/Certificate,Full-time employed,Newlands,Cape Town,Western Cape,Suburban,6.8,352348.51,True,False,False,False,False,False,5857.81,,,,,,,,,,,,False,True,False,,6.0,,668.0
1740,34,Single,Matric,Full-time employed,Green Point,Cape Town,Western Cape,Urban,2.8,70896.25,False,True,False,False,False,True,,5985.97,,,,665315.95,,,,,,,False,True,False,,5.0,,350.0
1741,43,Single,Matric,Unemployed,Tlhabane,Rustenburg,North West,Township,5.4,,False,False,False,False,False,False,,,,,,,,,2024-12-31,,,,True,True,False,9.0,4.0,,507.0
1742,14,Married,Diploma/Certificate,Student,Mamelodi,Tshwane,Gauteng,Township,3.2,13796.63,True,False,True,False,False,False,171.66,,862.26,,,,,2024-10-26,,,,,False,True,False,,3.0,,858.0
1743,67,Married,Bachelor's,Unemployed,Rosebank,Johannesburg,Gauteng,Urban,0.4,21695.16,True,False,False,True,False,False,427.36,,,113117.78,,,,,,,,,True,True,False,1.0,6.0,,652.0
1744,28,Single,Diploma/Certificate,Unemployed,Waterfront,Cape Town,Western Cape,Urban,1.2,7352.3,False,False,True,True,False,False,,,289.87,120691.61,,,,,,,,,True,True,False,0.0,4.0,,588.0
1745,20,Single,Matric,Unemployed,Hillcrest,Durban,KwaZulu-Natal,Suburban,4.3,1796.78,True,False,False,True,False,True,36.72,,,209307.35,,376963.1,,,,,,,True,True,True,3.0,2.0,0.0,549.0
1746,34,Single,Matric,Unemployed,Mahikeng CBD,Mahikeng,North West,Urban,4.0,27787.17,False,False,False,False,False,False,,,,,,,2021-10-02,,,,,,False,False,False,,,,477.0
1747,37,Married,Bachelor's,Unemployed,Botshabelo,Bloemfontein,Free State,Township,3.2,15082.53,False,True,False,True,False,False,,1023.72,,41510.56,,,,,,,,,True,False,False,1.0,,,491.0
1748,29,Single,Less than matric,Full-time employed,Hillcrest,Durban,KwaZulu-Natal,Suburban,6.4,60059.0,True,True,False,True,False,False,1221.43,4084.93,,16633.35,,,,,,,,,True,True,False,5.0,7.0,,357.0
1749,27,Single,Less than matric,Full-time employed,Rosebank,Johannesburg,Gauteng,Urban,1.2,105477.54,True,True,True,False,False,True,1577.23,13666.85,9321.88,,,733118.49,,,,,,,True,True,False,8.0,12.0,,624.0
1750,53,Married,Postgraduate,Full-time employed,Mitchells Plain,Cape Town,Western Cape,Township,1.6,244374.76,False,True,False,False,True,False,,15811.96,,,1596286.14,,,,,,,,True,False,True,5.0,,5.0,652.0
1751,26,Single,Matric,Informal trader,Fourways,Johannesburg,Gauteng,Suburban,2.0,49690.5,True,False,True,False,False,False,939.87,,3589.01,,,,,,,,,,True,True,True,2.0,7.0,4.0,618.0
1752,41,Married,Diploma/Certificate,Informal trader,Sandton,Johannesburg,Gauteng,Urban,3.1,163366.61,True,True,True,False,False,False,2822.78,11248.05,2914.47,,,,,,,,,,True,True,False,4.0,17.0,,711.0
1753,44,Married,Less than matric,Self-employed,Tlhabane,Rustenburg,North West,Township,4.8,217021.07,True,False,False,False,False,False,4148.16,,,,,,,,,,,,False,False,True,,,3.0,587.0
1754,43,Single,Bachelor's,Retired,Motherwell,Gqeberha,Eastern Cape,Township,1.5,194239.83,False,True,True,False,True,True,,21569.72,7174.53,,2312518.51,407555.78,,,,,,,True,False,False,3.0,,,459.0
1755,25,Single,Matric,Unemployed,Alexandra,Johannesburg,Gauteng,Township,2.5,9639.15,False,False,False,False,False,False,,,,,,,,2024-11-07,,,,,False,True,False,,2.0,,769.0
1756,28,Single,Matric,Full-time employed,Hillcrest,Durban,KwaZulu-Natal,Suburban,3.8,198908.9,True,True,False,False,False,True,3192.4,18954.75,,,,173915.2,,,,,,,True,True,True,3.0,2.0,2.0,606.0
1757,37,Single,Less than matric,Full-time employed,Sandton,Johannesburg,Gauteng,Urban,7.5,193214.01,True,True,True,False,True,True,3251.19,28785.7,12592.76,,293964.1,483572.74,,,,,,,True,True,False,4.0,13.0,,690.0
1758,24,Single,Less than matric,Unemployed,Mamelodi,Tshwane,Gauteng,Township,4.5,4069.29,False,False,False,False,False,False,,,,,,,,,,,,,False,False,True,,,5.0,251.0
1759,59,Married,Matric,Unemployed,Waterfront,Cape Town,Western Cape,Urban,8.3,32105.66,True,True,False,True,False,False,618.2,4512.39,,57948.89,,,,,,,,,False,False,True,,,1.0,431.0
1760,33,Married,Matric,Part-time employed,Glenwood,Durban,KwaZulu-Natal,Urban,8.6,113979.48,False,True,True,False,False,True,,10509.4,,997.97,,806779.53,,,,,,,True,False,False,16.0,,,916.0
1761,18,Single,Diploma/Certificate,Full-time employed,Tembisa,Ekurhuleni,Gauteng,Township,2.2,170936.07,True,False,True,True,False,True,3053.09,,8782.5,75668.32,,483111.34,,,,,,,False,True,False,,7.0,,717.0
1762,36,Married,Matric,Unemployed,Newlands,Cape Town,Western Cape,Suburban,4.5,19004.5,True,True,False,False,False,False,263.21,1722.8,,,,,,,,,,,True,True,False,0.0,5.0,,697.0
1763,19,Single,Matric,Unemployed,Motherwell,Gqeberha,Eastern Cape,Township,2.1,13711.61,False,False,False,False,False,False,,,,,,,,,,,,,False,True,False,,0.0,,644.0
1764,57,Married,Diploma/Certificate,Full-time employed,Centurion,Tshwane,Gauteng,Suburban,3.3,162186.02,True,False,True,True,False,True,3010.96,,23418.69,88600.13,,164575.15,,,,,,,True,True,True,8.0,0.0,3.0,461.0
1765,46,Single,Less than matric,,Sandton,Johannesburg,Gauteng,Urban,5.7,64538.85,False,True,True,True,False,False,,8394.33,5495.55,117255.1,,,,,,,,,False,True,False,,10.0,,441.0
1766,18,Single,Diploma/Certificate,,Mamelodi,Tshwane,Gauteng,Township,1.4,5369.01,False,False,False,True,False,False,,,,24996.72,,,2023-11-22,,,,,,True,True,False,1.0,5.0,,665.0
1767,40,Single,Bachelor's,Full-time employed,Mamelodi,Tshwane,Gauteng,Township,6.0,445784.98,True,True,True,False,False,False,8341.92,38951.06,39231.37,,,,,,,,,,True,True,True,3.0,8.0,4.0,664.0
1768,35,Married,Less than matric,Self-employed,Soweto,Johannesburg,Gauteng,Township,5.7,270552.73,True,True,False,False,True,False,4322.47,18185.98,,,2601017.25,,,,,,,,False,True,True,1.0,1.0,5.0,557.0
1769,44,Married,Bachelor's,Self-employed,Khayelitsha,Cape Town,Western Cape,Township,4.7,1537097.88,True,True,False,False,False,True,29409.19,143210.02,,,,174419.5,,,,,,,False,True,True,,0.0,2.0,608.0
1770,40,Married,Diploma/Certificate,Full-time employed,Khayelitsha,Cape Town,Western Cape,Township,5.6,475527.22,False,True,False,False,False,True,,53342.39,,,,605604.05,,,,,,,False,True,False,,5.0,,583.0
1771,31,Single,Matric,Unemployed,Galeshewe,Kimberley,Northern Cape,Township,1.6,48097.57,True,False,False,False,False,False,791.17,,,,,,,,,,,,False,True,False,,3.0,,355.0
1772,40,Single,Matric,Retired,Mitchells Plain,Cape Town,Western Cape,Township,6.9,56365.43,False,True,False,True,False,True,,3023.95,,72716.42,,306293.43,,,,,,,True,True,False,0.0,3.0,,587.0
1773,39,Married,Matric,Retired,Rosebank,Johannesburg,Gauteng,Urban,4.0,202545.84,True,True,True,False,True,False,4362.36,22863.35,4011.33,,1169914.95,,,,,,,,True,True,False,5.0,9.0,,491.0
1774,48,Single,Matric,Unemployed,Green Point,Cape Town,Western Cape,Urban,4.6,19316.76,True,True,False,False,False,False,343.44,1808.83,,,,,,,,,,,True,True,False,8.0,10.0,,
1775,30,Single,Matric,Informal trader,Newlands,Cape Town,Western Cape,Suburban,4.3,121110.36,False,True,True,False,False,True,,10116.27,11941.21,,,349384.54,,,,,,,True,True,True,4.0,7.0,4.0,456.0
1776,51,Single,Less than matric,Full-time employed,Waterfront,Cape Town,Western Cape,Urban,1.0,237151.71,True,True,False,False,True,False,4329.61,30644.5,,,516274.26,,,,,,,,False,False,True,,,1.0,411.0
1777,23,Single,Postgraduate,Full-time employed,Glenwood,Durban,KwaZulu-Natal,Urban,2.1,254481.06,False,False,False,False,False,True,,,,,,850000.0,,,,,,,True,True,False,12.0,23.0,,417.0
1778,57,Married,Postgraduate,Full-time employed,Rosebank,Johannesburg,Gauteng,Urban,4.3,,True,True,True,False,False,False,4556.68,20614.39,36358.49,,,,,,,,,,False,False,False,,,,657.0
1779,38,Single,Postgraduate,Full-time employed,Alexandra,Johannesburg,Gauteng,Township,7.7,190841.49,False,True,True,False,True,False,,12805.99,18312.62,,604712.44,,,,,,,,True,True,True,0.0,7.0,6.0,957.0
1780,18,Single,Postgraduate,Full-time employed,Langenhoven Park,Bloemfontein,Free State,Suburban,4.7,282962.53,False,False,True,False,False,False,,,30108.38,,,,,,,,,,True,True,False,5.0,2.0,,536.0
1781,41,Married,Less than matric,Unemployed,Waterfront,Cape Town,Western Cape,Urban,3.4,35263.28,True,False,False,False,False,False,619.12,,,,,,,,,,,,True,True,False,1.0,4.0,,727.0
1782,53,Married,Diploma/Certificate,Informal trader,Botshabelo,Bloemfontein,Free State,Township,8.2,17453.16,False,False,False,True,True,False,,,,33108.07,1143232.96,,,,,,,,False,True,False,,5.0,,603.0
1783,33,Married,Matric,Full-time employed,Fourways,Johannesburg,Gauteng,Suburban,2.6,110849.99,True,True,False,True,True,True,1970.15,10559.29,,45999.33,1416465.86,495542.24,,,,,,,True,True,False,0.0,5.0,,600.0
1784,45,Single,Matric,Unemployed,Alexandra,Johannesburg,Gauteng,Township,7.4,38137.49,False,True,True,False,False,False,,3200.28,8623.29,,,,,,,,,,True,True,False,0.0,2.0,,493.0
1785,37,Single,Diploma/Certificate,Unemployed,Mamelodi,Tshwane,Gauteng,Township,3.0,5318.08,False,False,False,False,False,False,,,,,,,,,,,,,True,False,False,2.0,,,316.0
